Days Since 2010, Injected, Date, Day, Weight (lb), Weight (2023),Delta,Delta 2023
575,,2011-08-30,08-30,366.2,,,
576,,2011-08-31,08-31,366,,,
577,,2011-09-01,09-01,363.7,,,
578,,2011-09-02,09-02,365.6,,,
579,,2011-09-03,09-03,364.6,,,
580,,2011-09-04,09-04,364,,,
581,,2011-09-05,09-05,367.2,,,
582,,2011-09-06,09-06,366.7,,,
583,,2011-09-07,09-07,364.2,,,
584,,2011-09-08,09-08,363.1,,,
585,,2011-09-09,09-09,364,,,
586,,2011-09-10,09-10,363.8,,,
587,,2011-09-11,09-11,361,,,
588,,2011-09-12,09-12,362.1,,,
588,true,2011-09-13,09-13,363.5,,,
589,true,2011-09-14,09-14,364.9,,,
590,true,2011-09-15,09-15,366.3,,,
591,true,2011-09-16,09-16,367.6,,,
592,true,2011-09-17,09-17,369,,,
594,,2011-09-18,09-18,370.4,,,
595,,2011-09-19,09-19,367.4,,,
596,,2011-09-20,09-20,369.7,,,
597,,2011-09-21,09-21,367.8,,,
598,,2011-09-22,09-22,366.6,,,
599,,2011-09-23,09-23,363.3,,,
600,,2011-09-24,09-24,365.4,,,
601,,2011-09-25,09-25,362.8,,,
602,,2011-09-26,09-26,363,,,
603,,2011-09-27,09-27,364.1,,,
604,,2011-09-28,09-28,365.2,,,
605,,2011-09-29,09-29,363,,,
606,,2011-09-30,09-30,363.3,,,
606,true,2011-10-01,10-01,363.3,,,
608,,2011-10-02,10-02,363.3,,,
609,,2011-10-03,10-03,362.8,,,
610,,2011-10-04,10-04,360.5,,,
611,,2011-10-05,10-05,358.6,,,
612,,2011-10-06,10-06,359.1,,,
613,,2011-10-07,10-07,358.7,,,
614,,2011-10-08,10-08,360.6,,,
615,,2011-10-09,10-09,363.7,,,
616,,2011-10-10,10-10,361.8,,,
617,,2011-10-11,10-11,359.4,,,
618,,2011-10-12,10-12,362.1,,,
619,,2011-10-13,10-13,363.4,,,
620,,2011-10-14,10-14,359.9,,,
621,,2011-10-15,10-15,363.1,,,
621,true,2011-10-16,10-16,362.4,,,
623,,2011-10-17,10-17,361.7,,,
624,,2011-10-18,10-18,364.3,,,
625,,2011-10-19,10-19,360.3,,,
626,,2011-10-20,10-20,363.1,,,
627,,2011-10-21,10-21,361.1,,,
628,,2011-10-22,10-22,361.3,,,
629,,2011-10-23,10-23,361.9,,,
630,,2011-10-24,10-24,361.7,,,
631,,2011-10-25,10-25,362.4,,,
632,,2011-10-26,10-26,360.3,,,
633,,2011-10-27,10-27,359.1,,,
634,,2011-10-28,10-28,361.8,,,
635,,2011-10-29,10-29,359.9,,,
636,,2011-10-30,10-30,361.6,,,
637,,2011-10-31,10-31,357,,,
638,,2011-11-01,11-01,359.4,,,
639,,2011-11-02,11-02,359.5,,,
640,,2011-11-03,11-03,359.4,,,
640,true,2011-11-04,11-04,358.9,,,
642,,2011-11-05,11-05,358.3,,,
643,,2011-11-06,11-06,360.1,,,
643,true,2011-11-07,11-07,359.3,,,
645,,2011-11-08,11-08,358.5,,,
646,,2011-11-09,11-09,354.7,,,
647,,2011-11-10,11-10,355.1,,,
648,,2011-11-11,11-11,355.9,,,
649,,2011-11-12,11-12,355.9,,,
649,true,2011-11-13,11-13,356.1,,,
651,,2011-11-14,11-14,356.3,,,
652,,2011-11-15,11-15,359.5,,,
653,,2011-11-16,11-16,354.7,,,
654,,2011-11-17,11-17,358.1,,,
655,,2011-11-18,11-18,362,,,
656,,2011-11-19,11-19,359.9,,,
657,,2011-11-20,11-20,359.1,,,
658,,2011-11-21,11-21,358.4,,,
659,,2011-11-22,11-22,358.4,,,
660,,2011-11-23,11-23,356.6,,,
661,,2011-11-24,11-24,356.9,,,
662,,2011-11-25,11-25,358.6,,,
663,,2011-11-26,11-26,357.3,,,
664,,2011-11-27,11-27,355.6,,,
665,,2011-11-28,11-28,357.3,,,
666,,2011-11-29,11-29,355.1,,,
667,,2011-11-30,11-30,355.1,,,
668,,2011-12-01,12-01,354.6,,,
669,,2011-12-02,12-02,354.6,,,
670,,2011-12-03,12-03,356.2,,,
671,,2011-12-04,12-04,355.5,,,
672,,2011-12-05,12-05,354.7,,,
673,,2011-12-06,12-06,356.5,,,
674,,2011-12-07,12-07,357,,,
675,,2011-12-08,12-08,356.6,,,
676,,2011-12-09,12-09,353.5,,,
677,,2011-12-10,12-10,355.9,,,
678,,2011-12-11,12-11,356.8,,,
679,,2011-12-12,12-12,357.9,,,
680,,2011-12-13,12-13,359,,,
681,,2011-12-14,12-14,357.8,,,
682,,2011-12-15,12-15,356,,,
683,,2011-12-16,12-16,356.3,,,
684,,2011-12-17,12-17,359,,,
685,,2011-12-18,12-18,358.1,,,
686,,2011-12-19,12-19,359.7,,,
687,,2011-12-20,12-20,356.2,,,
688,,2011-12-21,12-21,362.5,,,
689,,2011-12-22,12-22,359.5,,,
690,,2011-12-23,12-23,361.7,,,
691,,2011-12-24,12-24,361.2,,,
692,,2011-12-25,12-25,360.8,,,
693,,2011-12-26,12-26,360,,,
694,,2011-12-27,12-27,360,,,
695,,2011-12-28,12-28,362.4,,,
695,true,2011-12-29,12-29,365.3,,,
697,,2011-12-30,12-30,368.2,,,
697,true,2011-12-31,12-31,365.6,,,
699,,2012-01-01,01-01,363,,,
700,,2012-01-02,01-02,364.2,,,
701,,2012-01-03,01-03,361.6,,,
702,,2012-01-04,01-04,363.3,,,
703,,2012-01-05,01-05,364.4,,,
703,true,2012-01-06,01-06,364.5,,,
705,,2012-01-07,01-07,364.5,,,
706,,2012-01-08,01-08,362.9,,,
707,,2012-01-09,01-09,362.9,,,
708,,2012-01-10,01-10,362.3,,,
708,true,2012-01-11,01-11,363.4,,,
710,,2012-01-12,01-12,364.5,,,
711,,2012-01-13,01-13,367.3,,,
711,true,2012-01-14,01-14,366.8,,,
712,true,2012-01-15,01-15,366.2,,,
714,,2012-01-16,01-16,365.7,,,
715,,2012-01-17,01-17,366,,,
716,,2012-01-18,01-18,366.8,,,
716,true,2012-01-19,01-19,367.3,,,
717,true,2012-01-20,01-20,367.8,,,
718,true,2012-01-21,01-21,368.3,,,
719,true,2012-01-22,01-22,368.8,,,
720,true,2012-01-23,01-23,369.3,,,
721,true,2012-01-24,01-24,369.8,,,
722,true,2012-01-25,01-25,370.3,,,
723,true,2012-01-26,01-26,370.8,,,
724,true,2012-01-27,01-27,371.3,,,
725,true,2012-01-28,01-28,371.8,,,
726,true,2012-01-29,01-29,372.3,,,
727,true,2012-01-30,01-30,372.8,,,
728,true,2012-01-31,01-31,373.3,,,
729,true,2012-02-01,02-01,373.8,,,
730,true,2012-02-02,02-02,374.3,,,
731,true,2012-02-03,02-03,374.9,,,
732,true,2012-02-04,02-04,375.4,,,
733,true,2012-02-05,02-05,375.9,,,
734,true,2012-02-06,02-06,376.4,,,
735,true,2012-02-07,02-07,376.9,,,
736,true,2012-02-08,02-08,377.4,,,
737,true,2012-02-09,02-09,377.9,,,
738,true,2012-02-10,02-10,378.4,,,
739,true,2012-02-11,02-11,378.9,,,
740,true,2012-02-12,02-12,379.4,,,
741,true,2012-02-13,02-13,379.9,,,
742,true,2012-02-14,02-14,380.4,,,
743,true,2012-02-15,02-15,380.9,,,
744,true,2012-02-16,02-16,381.4,,,
745,true,2012-02-17,02-17,381.9,,,
746,true,2012-02-18,02-18,382.4,,,
747,true,2012-02-19,02-19,382.9,,,
748,true,2012-02-20,02-20,383.4,,,
749,true,2012-02-21,02-21,383.9,,,
750,true,2012-02-22,02-22,384.4,,,
751,true,2012-02-23,02-23,384.9,,,
752,true,2012-02-24,02-24,385.4,,,
753,true,2012-02-25,02-25,385.9,,,
754,true,2012-02-26,02-26,386.4,,,
755,true,2012-02-27,02-27,386.9,,,
756,true,2012-02-28,02-28,387.4,,,
757,true,2012-02-29,02-29,387.9,,,
758,true,2012-03-01,03-01,388.4,,,
759,true,2012-03-02,03-02,388.9,,,
760,true,2012-03-03,03-03,389.4,,,
761,true,2012-03-04,03-04,389.9,,,
762,true,2012-03-05,03-05,390.5,,,
763,true,2012-03-06,03-06,391,,,
764,true,2012-03-07,03-07,391.5,,,
765,true,2012-03-08,03-08,392,,,
766,true,2012-03-09,03-09,392.5,,,
767,true,2012-03-10,03-10,393,,,
768,true,2012-03-11,03-11,393.5,,,
769,true,2012-03-12,03-12,394,,,
770,true,2012-03-13,03-13,394.5,,,
771,true,2012-03-14,03-14,395,,,
772,true,2012-03-15,03-15,395.5,,,
773,true,2012-03-16,03-16,396,,,
774,true,2012-03-17,03-17,396.5,,,
775,true,2012-03-18,03-18,397,,,
776,true,2012-03-19,03-19,397.5,,,
778,,2012-03-20,03-20,398,,,
778,true,2012-03-21,03-21,398.1,,,
779,true,2012-03-22,03-22,398.2,,,
780,true,2012-03-23,03-23,398.2,,,
781,true,2012-03-24,03-24,398.3,,,
782,true,2012-03-25,03-25,398.4,,,
783,true,2012-03-26,03-26,398.5,,,
784,true,2012-03-27,03-27,398.6,,,
785,true,2012-03-28,03-28,398.7,,,
786,true,2012-03-29,03-29,398.7,,,
787,true,2012-03-30,03-30,398.8,,,
788,true,2012-03-31,03-31,398.9,,,
789,true,2012-04-01,04-01,399,,,
790,true,2012-04-02,04-02,399.1,,,
791,true,2012-04-03,04-03,399.1,,,
792,true,2012-04-04,04-04,399.2,,,
793,true,2012-04-05,04-05,399.3,,,
794,true,2012-04-06,04-06,399.4,,,
795,true,2012-04-07,04-07,399.5,,,
796,true,2012-04-08,04-08,399.5,,,
797,true,2012-04-09,04-09,399.6,,,
798,true,2012-04-10,04-10,399.7,,,
799,true,2012-04-11,04-11,399.8,,,
800,true,2012-04-12,04-12,399.9,,,
801,true,2012-04-13,04-13,400,,,
802,true,2012-04-14,04-14,400,,,
803,true,2012-04-15,04-15,400.1,,,
805,,2012-04-16,04-16,400.2,,,
805,true,2012-04-17,04-17,396.4,,,
807,,2012-04-18,04-18,392.6,,,
808,,2012-04-19,04-19,389.4,,,
809,,2012-04-20,04-20,389.2,,,
810,,2012-04-21,04-21,390.8,,,
810,true,2012-04-22,04-22,391.8,,,
812,,2012-04-23,04-23,392.8,,,
813,,2012-04-24,04-24,395.5,,,
814,,2012-04-25,04-25,393,,,
815,,2012-04-26,04-26,392.1,,,
816,,2012-04-27,04-27,390.7,,,
817,,2012-04-28,04-28,392.6,,,
817,true,2012-04-29,04-29,391.9,,,
819,,2012-04-30,04-30,391.1,,,
820,,2012-05-01,05-01,393.3,,,
821,,2012-05-02,05-02,393.3,,,
822,,2012-05-03,05-03,397.6,,,
823,,2012-05-04,05-04,399.4,,,
824,,2012-05-05,05-05,398.6,,,
824,true,2012-05-06,05-06,397.2,,,
826,,2012-05-07,05-07,395.7,,,
827,,2012-05-08,05-08,396.1,,,
828,,2012-05-09,05-09,394.1,,,
829,,2012-05-10,05-10,393.5,,,
830,,2012-05-11,05-11,394.2,,,
830,true,2012-05-12,05-12,394.1,,,
832,,2012-05-13,05-13,394,,,
833,,2012-05-14,05-14,393.3,,,
834,,2012-05-15,05-15,393.7,,,
835,,2012-05-16,05-16,394.7,,,
836,,2012-05-17,05-17,392.9,,,
837,,2012-05-18,05-18,395.9,,,
838,,2012-05-19,05-19,395.7,,,
838,true,2012-05-20,05-20,397.8,,,
840,,2012-05-21,05-21,399.9,,,
841,,2012-05-22,05-22,398.8,,,
842,,2012-05-23,05-23,398.7,,,
843,,2012-05-24,05-24,398,,,
844,,2012-05-25,05-25,398.7,,,
845,,2012-05-26,05-26,399.5,,,
846,,2012-05-27,05-27,399.8,,,
847,,2012-05-28,05-28,399.6,,,
848,,2012-05-29,05-29,397.7,,,
849,,2012-05-30,05-30,401,,,
850,,2012-05-31,05-31,397.2,,,
851,,2012-06-01,06-01,398.8,,,
852,,2012-06-02,06-02,396.7,,,
853,,2012-06-03,06-03,395.9,,,
854,,2012-06-04,06-04,396.1,,,
855,,2012-06-05,06-05,400.7,,,
856,,2012-06-06,06-06,401.6,,,
857,,2012-06-07,06-07,397.9,,,
858,,2012-06-08,06-08,399.8,,,
859,,2012-06-09,06-09,395.9,,,
860,,2012-06-10,06-10,396.3,,,
861,,2012-06-11,06-11,399.7,,,
862,,2012-06-12,06-12,397.3,,,
863,,2012-06-13,06-13,398.4,,,
864,,2012-06-14,06-14,395.6,,,
865,,2012-06-15,06-15,398,,,
866,,2012-06-16,06-16,396.9,,,
867,,2012-06-17,06-17,398.3,,,
868,,2012-06-18,06-18,393.9,,,
869,,2012-06-19,06-19,394.2,,,
870,,2012-06-20,06-20,397.7,,,
871,,2012-06-21,06-21,392.1,,,
872,,2012-06-22,06-22,391.4,,,
873,,2012-06-23,06-23,395.1,,,
873,true,2012-06-24,06-24,397.6,,,
875,,2012-06-25,06-25,400,,,
876,,2012-06-26,06-26,398.9,,,
877,,2012-06-27,06-27,395.3,,,
878,,2012-06-28,06-28,392.6,,,
879,,2012-06-29,06-29,397.3,,,
880,,2012-06-30,06-30,396.2,,,
881,,2012-07-01,07-01,394,,,
882,,2012-07-02,07-02,395.9,,,
883,,2012-07-03,07-03,393.6,,,
884,,2012-07-04,07-04,394.2,,,
885,,2012-07-05,07-05,392,,,
886,,2012-07-06,07-06,390.9,,,
887,,2012-07-07,07-07,393.5,,,
888,,2012-07-08,07-08,396.4,,,
889,,2012-07-09,07-09,398.2,,,
890,,2012-07-10,07-10,395.3,,,
891,,2012-07-11,07-11,396.2,,,
892,,2012-07-12,07-12,393.4,,,
893,,2012-07-13,07-13,391,,,
894,,2012-07-14,07-14,394,,,
895,,2012-07-15,07-15,396.6,,,
896,,2012-07-16,07-16,394.4,,,
897,,2012-07-17,07-17,394.8,,,
898,,2012-07-18,07-18,390.3,,,
899,,2012-07-19,07-19,386.8,,,
900,,2012-07-20,07-20,390.5,,,
901,,2012-07-21,07-21,389.2,,,
902,,2012-07-22,07-22,389.1,,,
903,,2012-07-23,07-23,391.7,,,
904,,2012-07-24,07-24,389.4,,,
905,,2012-07-25,07-25,394.8,,,
906,,2012-07-26,07-26,389.1,,,
907,,2012-07-27,07-27,391.3,,,
908,,2012-07-28,07-28,391,,,
909,,2012-07-29,07-29,392.8,,,
910,,2012-07-30,07-30,393.6,,,
911,,2012-07-31,07-31,392.3,,,
912,,2012-08-01,08-01,393,,,
913,,2012-08-02,08-02,390.8,,,
914,,2012-08-03,08-03,387.1,,,
915,,2012-08-04,08-04,389.7,,,
916,,2012-08-05,08-05,390.1,,,
917,,2012-08-06,08-06,385.1,,,
918,,2012-08-07,08-07,390.4,,,
919,,2012-08-08,08-08,387.7,,,
920,,2012-08-09,08-09,389.2,,,
921,,2012-08-10,08-10,387,,,
922,,2012-08-11,08-11,386.5,,,
923,,2012-08-12,08-12,386.6,,,
924,,2012-08-13,08-13,384.7,,,
925,,2012-08-14,08-14,384.6,,,
926,,2012-08-15,08-15,385.8,,,
927,,2012-08-16,08-16,385.9,,,
928,,2012-08-17,08-17,386.5,,,
929,,2012-08-18,08-18,388.1,,,
930,,2012-08-19,08-19,384.8,,,
931,,2012-08-20,08-20,385.5,,,
932,,2012-08-21,08-21,387.5,,,
933,,2012-08-22,08-22,384.6,,,
934,,2012-08-23,08-23,386.1,,,
935,,2012-08-24,08-24,383.8,,,
936,,2012-08-25,08-25,385.8,,,
937,,2012-08-26,08-26,388,,,
938,,2012-08-27,08-27,384.9,,,
939,,2012-08-28,08-28,387.2,,,
940,,2012-08-29,08-29,384.9,,,
941,,2012-08-30,08-30,383.8,,,
942,,2012-08-31,08-31,385.5,,,
943,,2012-09-01,09-01,386,,,
944,,2012-09-02,09-02,380.2,,,
945,,2012-09-03,09-03,386,,,
946,,2012-09-04,09-04,383.7,,,
947,,2012-09-05,09-05,386,,,
948,,2012-09-06,09-06,383.7,,,
949,,2012-09-07,09-07,382.1,,,
950,,2012-09-08,09-08,380.1,,,
951,,2012-09-09,09-09,385.4,,,
952,,2012-09-10,09-10,383.9,,,
953,,2012-09-11,09-11,383.6,,,
954,,2012-09-12,09-12,383.7,,,
955,,2012-09-13,09-13,381.6,,,
956,,2012-09-14,09-14,379.5,,,
957,,2012-09-15,09-15,379.1,,,
958,,2012-09-16,09-16,378.4,,,
959,,2012-09-17,09-17,377.7,,,
960,,2012-09-18,09-18,377.3,,,
961,,2012-09-19,09-19,379.6,,,
962,,2012-09-20,09-20,376.5,,,
963,,2012-09-21,09-21,375.8,,,
964,,2012-09-22,09-22,377.3,,,
965,,2012-09-23,09-23,379,,,
966,,2012-09-24,09-24,379.7,,,
967,,2012-09-25,09-25,380.2,,,
968,,2012-09-26,09-26,379,,,
969,,2012-09-27,09-27,379.3,,,
970,,2012-09-28,09-28,378,,,
971,,2012-09-29,09-29,374.9,,,
972,,2012-09-30,09-30,374.1,,,
973,,2012-10-01,10-01,377.4,,,
974,,2012-10-02,10-02,376.5,,,
975,,2012-10-03,10-03,376.3,,,
976,,2012-10-04,10-04,376.9,,,
977,,2012-10-05,10-05,374.5,,,
978,,2012-10-06,10-06,372.6,,,
979,,2012-10-07,10-07,373,,,
980,,2012-10-08,10-08,375.3,,,
981,,2012-10-09,10-09,376.4,,,
982,,2012-10-10,10-10,373.6,,,
983,,2012-10-11,10-11,374,,,
984,,2012-10-12,10-12,370.9,,,
985,,2012-10-13,10-13,370.9,,,
986,,2012-10-14,10-14,371.6,,,
987,,2012-10-15,10-15,371.5,,,
988,,2012-10-16,10-16,370.4,,,
989,,2012-10-17,10-17,369.7,,,
990,,2012-10-18,10-18,369.7,,,
991,,2012-10-19,10-19,368.1,,,
992,,2012-10-20,10-20,369.5,,,
993,,2012-10-21,10-21,367.6,,,
994,,2012-10-22,10-22,366.7,,,
995,,2012-10-23,10-23,367.7,,,
996,,2012-10-24,10-24,370.4,,,
997,,2012-10-25,10-25,365.4,,,
998,,2012-10-26,10-26,363,,,
999,,2012-10-27,10-27,361.4,,,
1000,,2012-10-28,10-28,361.4,,,
1001,,2012-10-29,10-29,362.1,,,
1002,,2012-10-30,10-30,364.3,,,
1003,,2012-10-31,10-31,366.4,,,
1004,,2012-11-01,11-01,366.6,,,
1005,,2012-11-02,11-02,368.1,,,
1006,,2012-11-03,11-03,364.6,,,
1007,,2012-11-04,11-04,361.1,,,
1008,,2012-11-05,11-05,360.9,,,
1009,,2012-11-06,11-06,357.5,,,
1010,,2012-11-07,11-07,359.8,,,
1011,,2012-11-08,11-08,359.6,,,
1012,,2012-11-09,11-09,358.7,,,
1013,,2012-11-10,11-10,356.6,,,
1014,,2012-11-11,11-11,359.4,,,
1015,,2012-11-12,11-12,361.8,,,
1016,,2012-11-13,11-13,362.9,,,
1017,,2012-11-14,11-14,363.1,,,
1018,,2012-11-15,11-15,359.5,,,
1019,,2012-11-16,11-16,357.6,,,
1020,,2012-11-17,11-17,361.4,,,
1021,,2012-11-18,11-18,362.4,,,
1022,,2012-11-19,11-19,362.1,,,
1023,,2012-11-20,11-20,362.4,,,
1024,,2012-11-21,11-21,360,,,
1025,,2012-11-22,11-22,359.9,,,
1026,,2012-11-23,11-23,361.3,,,
1027,,2012-11-24,11-24,360.5,,,
1028,,2012-11-25,11-25,361.8,,,
1029,,2012-11-26,11-26,363,,,
1030,,2012-11-27,11-27,362.5,,,
1031,,2012-11-28,11-28,361.9,,,
1032,,2012-11-29,11-29,360.1,,,
1033,,2012-11-30,11-30,359.9,,,
1034,,2012-12-01,12-01,360.9,,,
1035,,2012-12-02,12-02,360.8,,,
1036,,2012-12-03,12-03,361,,,
1037,,2012-12-04,12-04,361.7,,,
1037,true,2012-12-05,12-05,362.1,,,
1039,,2012-12-06,12-06,362.5,,,
1040,,2012-12-07,12-07,360.2,,,
1041,,2012-12-08,12-08,360,,,
1042,,2012-12-09,12-09,356.9,,,
1043,,2012-12-10,12-10,360.2,,,
1044,,2012-12-11,12-11,361.7,,,
1045,,2012-12-12,12-12,357.5,,,
1046,,2012-12-13,12-13,359.5,,,
1047,,2012-12-14,12-14,356.8,,,
1048,,2012-12-15,12-15,359.6,,,
1049,,2012-12-16,12-16,358.7,,,
1050,,2012-12-17,12-17,359.1,,,
1050,true,2012-12-18,12-18,359.6,,,
1052,,2012-12-19,12-19,360,,,
1052,true,2012-12-20,12-20,360.1,,,
1054,,2012-12-21,12-21,360.1,,,
1055,,2012-12-22,12-22,359.5,,,
1056,,2012-12-23,12-23,360.8,,,
1057,,2012-12-24,12-24,362.2,,,
1058,,2012-12-25,12-25,361,,,
1058,true,2012-12-26,12-26,362.7,,,
1060,,2012-12-27,12-27,364.4,,,
1060,true,2012-12-28,12-28,364.5,,,
1061,true,2012-12-29,12-29,364.5,,,
1062,true,2012-12-30,12-30,364.6,,,
1063,true,2012-12-31,12-31,364.6,,,
1064,true,2013-01-01,01-01,364.7,,,
1065,true,2013-01-02,01-02,364.7,,,
1066,true,2013-01-03,01-03,364.8,,,
1067,true,2013-01-04,01-04,364.8,,,
1068,true,2013-01-05,01-05,364.9,,,
1069,true,2013-01-06,01-06,364.9,,,
1070,true,2013-01-07,01-07,365,,,
1071,true,2013-01-08,01-08,365,,,
1072,true,2013-01-09,01-09,365.1,,,
1073,true,2013-01-10,01-10,365.2,,,
1074,true,2013-01-11,01-11,365.2,,,
1075,true,2013-01-12,01-12,365.3,,,
1076,true,2013-01-13,01-13,365.3,,,
1077,true,2013-01-14,01-14,365.4,,,
1078,true,2013-01-15,01-15,365.4,,,
1079,true,2013-01-16,01-16,365.5,,,
1080,true,2013-01-17,01-17,365.5,,,
1081,true,2013-01-18,01-18,365.6,,,
1082,true,2013-01-19,01-19,365.6,,,
1083,true,2013-01-20,01-20,365.7,,,
1084,true,2013-01-21,01-21,365.8,,,
1085,true,2013-01-22,01-22,365.8,,,
1086,true,2013-01-23,01-23,365.9,,,
1087,true,2013-01-24,01-24,365.9,,,
1088,true,2013-01-25,01-25,366,,,
1089,true,2013-01-26,01-26,366,,,
1090,true,2013-01-27,01-27,366.1,,,
1091,true,2013-01-28,01-28,366.1,,,
1092,true,2013-01-29,01-29,366.2,,,
1093,true,2013-01-30,01-30,366.2,,,
1094,true,2013-01-31,01-31,366.3,,,
1095,true,2013-02-01,02-01,366.4,,,
1096,true,2013-02-02,02-02,366.4,,,
1097,true,2013-02-03,02-03,366.5,,,
1098,true,2013-02-04,02-04,366.5,,,
1099,true,2013-02-05,02-05,366.6,,,
1100,true,2013-02-06,02-06,366.6,,,
1101,true,2013-02-07,02-07,366.7,,,
1102,true,2013-02-08,02-08,366.7,,,
1103,true,2013-02-09,02-09,366.8,,,
1104,true,2013-02-10,02-10,366.8,,,
1105,true,2013-02-11,02-11,366.9,,,
1106,true,2013-02-12,02-12,366.9,,,
1108,,2013-02-13,02-13,367,,,
1109,,2013-02-14,02-14,363.2,,,
1110,,2013-02-15,02-15,362,,,
1110,true,2013-02-16,02-16,363,,,
1112,,2013-02-17,02-17,364,,,
1113,,2013-02-18,02-18,361.2,,,
1114,,2013-02-19,02-19,360.8,,,
1115,,2013-02-20,02-20,362,,,
1116,,2013-02-21,02-21,361.2,,,
1117,,2013-02-22,02-22,360,,,
1118,,2013-02-23,02-23,361.7,,,
1119,,2013-02-24,02-24,363.5,,,
1120,,2013-02-25,02-25,362.8,,,
1121,,2013-02-26,02-26,361.1,,,
1122,,2013-02-27,02-27,360.5,,,
1123,,2013-02-28,02-28,358.8,,,
1124,,2013-03-01,03-01,357.9,,,
1125,,2013-03-02,03-02,357.9,,,
1126,,2013-03-03,03-03,358,,,
1127,,2013-03-04,03-04,358.6,,,
1128,,2013-03-05,03-05,360.6,,,
1129,,2013-03-06,03-06,360.5,,,
1130,,2013-03-07,03-07,360.1,,,
1131,,2013-03-08,03-08,363.9,,,
1131,true,2013-03-09,03-09,362.8,,,
1133,,2013-03-10,03-10,361.7,,,
1134,,2013-03-11,03-11,359.9,,,
1135,,2013-03-12,03-12,359.8,,,
1136,,2013-03-13,03-13,360.1,,,
1137,,2013-03-14,03-14,357.7,,,
1138,,2013-03-15,03-15,356.7,,,
1139,,2013-03-16,03-16,359.5,,,
1140,,2013-03-17,03-17,363,,,
1141,,2013-03-18,03-18,357,,,
1142,,2013-03-19,03-19,359.2,,,
1143,,2013-03-20,03-20,356.8,,,
1144,,2013-03-21,03-21,355.9,,,
1145,,2013-03-22,03-22,354.9,,,
1146,,2013-03-23,03-23,354.7,,,
1147,,2013-03-24,03-24,355.5,,,
1148,,2013-03-25,03-25,353.7,,,
1149,,2013-03-26,03-26,357.3,,,
1150,,2013-03-27,03-27,356.6,,,
1151,,2013-03-28,03-28,356.2,,,
1152,,2013-03-29,03-29,355.5,,,
1153,,2013-03-30,03-30,354.9,,,
1154,,2013-03-31,03-31,356.7,,,
1155,,2013-04-01,04-01,360,,,
1156,,2013-04-02,04-02,356.3,,,
1157,,2013-04-03,04-03,356.4,,,
1158,,2013-04-04,04-04,353.7,,,
1159,,2013-04-05,04-05,354.2,,,
1160,,2013-04-06,04-06,356.9,,,
1161,,2013-04-07,04-07,357.7,,,
1162,,2013-04-08,04-08,358.9,,,
1163,,2013-04-09,04-09,358.3,,,
1164,,2013-04-10,04-10,357,,,
1165,,2013-04-11,04-11,356.9,,,
1166,,2013-04-12,04-12,355.7,,,
1166,true,2013-04-13,04-13,356.9,,,
1168,,2013-04-14,04-14,358,,,
1169,,2013-04-15,04-15,357.1,,,
1170,,2013-04-16,04-16,352.8,,,
1171,,2013-04-17,04-17,355.1,,,
1172,,2013-04-18,04-18,355.2,,,
1173,,2013-04-19,04-19,356.8,,,
1174,,2013-04-20,04-20,357.7,,,
1175,,2013-04-21,04-21,357.8,,,
1176,,2013-04-22,04-22,357.4,,,
1177,,2013-04-23,04-23,356,,,
1178,,2013-04-24,04-24,356.4,,,
1179,,2013-04-25,04-25,354.8,,,
1180,,2013-04-26,04-26,353.3,,,
1181,,2013-04-27,04-27,356.9,,,
1182,,2013-04-28,04-28,357,,,
1183,,2013-04-29,04-29,354.1,,,
1184,,2013-04-30,04-30,356.5,,,
1185,,2013-05-01,05-01,356.3,,,
1186,,2013-05-02,05-02,356.6,,,
1187,,2013-05-03,05-03,355.7,,,
1188,,2013-05-04,05-04,356,,,
1189,,2013-05-05,05-05,357.5,,,
1190,,2013-05-06,05-06,357.7,,,
1191,,2013-05-07,05-07,358.3,,,
1192,,2013-05-08,05-08,355.7,,,
1193,,2013-05-09,05-09,352.5,,,
1194,,2013-05-10,05-10,352.8,,,
1195,,2013-05-11,05-11,353.7,,,
1196,,2013-05-12,05-12,355.7,,,
1197,,2013-05-13,05-13,356.5,,,
1197,true,2013-05-14,05-14,356.7,,,
1199,,2013-05-15,05-15,356.8,,,
1200,,2013-05-16,05-16,354.8,,,
1201,,2013-05-17,05-17,353.6,,,
1202,,2013-05-18,05-18,355.7,,,
1203,,2013-05-19,05-19,356.4,,,
1204,,2013-05-20,05-20,355.6,,,
1205,,2013-05-21,05-21,357.1,,,
1206,,2013-05-22,05-22,355.1,,,
1207,,2013-05-23,05-23,355.2,,,
1208,,2013-05-24,05-24,354.8,,,
1209,,2013-05-25,05-25,356.9,,,
1210,,2013-05-26,05-26,353.5,,,
1210,true,2013-05-27,05-27,358,,,
1212,,2013-05-28,05-28,362.4,,,
1213,,2013-05-29,05-29,356.3,,,
1214,,2013-05-30,05-30,355.2,,,
1215,,2013-05-31,05-31,356.4,,,
1216,,2013-06-01,06-01,358.3,,,
1217,,2013-06-02,06-02,359.6,,,
1218,,2013-06-03,06-03,360.9,,,
1219,,2013-06-04,06-04,359.9,,,
1220,,2013-06-05,06-05,356.2,,,
1221,,2013-06-06,06-06,356.5,,,
1222,,2013-06-07,06-07,353.4,,,
1223,,2013-06-08,06-08,357.3,,,
1224,,2013-06-09,06-09,356.8,,,
1225,,2013-06-10,06-10,357.4,,,
1226,,2013-06-11,06-11,356.9,,,
1227,,2013-06-12,06-12,354.4,,,
